@relation 'activity_recognition_dataset_modifier_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-R21-117'

@attribute -0.059fBodyAcc-sma()-0.059fBodyAccJerk-sma()-0.059tBodyAccJerk-sma()-0.059fBodyGyro-sma()-0.058tBodyAccJerkMag-sma()... numeric
@attribute -0.122fBodyAcc-meanFreq()-Z-0.12tBodyGyroMag-arCoeff()1-0.118tGravityAccMag-arCoeff()1-0.118tBodyAccMag-arCoeff()1-0.118fBodyAccMag-meanFreq()... numeric
@attribute 0.104fBodyGyro-bandsEnergy()-P-9_16+0.103tGravityAcc-energy()-Z+0.102tGravityAcc-entropy()-Y-0.101tGravityAcc-arCoeff()-X1-0.101tGravityAcc-energy()-X... numeric
@attribute 0.148tGravityAcc-max()-Z+0.144tGravityAcc-mean()-Z-0.143angle(Z-gravityMean)+0.139tGravityAcc-min()-Z-0.133tGravityAcc-min()-X... numeric
@attribute -0.168angle(X-gravityMean)+0.166tGravityAcc-energy()-X+0.163tGravityAcc-max()-X+0.161tGravityAcc-mean()-X+0.159tGravityAcc-min()-X... numeric
@attribute -0.158fBodyBodyGyroJerkMag-skewness()-0.139fBodyBodyGyroJerkMag-kurtosis()+0.131fBodyGyro-bandsEnergy()-AC-1_8-0.125tBodyGyroMag-entropy()+0.124fBodyGyro-bandsEnergy()-AK-1_16... numeric
@attribute 0.146fBodyGyro-meanFreq()-Y+0.128tBodyGyro-arCoeff()-Y3+0.127tGravityAcc-mad()-X+0.127tGravityAcc-std()-X+0.127tBodyGyro-arCoeff()-Y1... numeric
@attribute 0.174tBodyAcc-arCoeff()-Y4+0.152tBodyAcc-arCoeff()-Z4-0.146tBodyAccJerk-arCoeff()-Y3+0.143tBodyAcc-arCoeff()-X4-0.14tBodyAcc-arCoeff()-Y3... numeric
@attribute 0.162fBodyGyro-skewness()-Z+0.155fBodyGyro-kurtosis()-Z+0.136fBodyGyro-skewness()-X+0.131fBodyGyro-kurtosis()-X-0.13tGravityAcc-iqr()-X... numeric
@attribute -0.142tBodyGyroJerk-arCoeff()-Y3+0.139fBodyAcc-bandsEnergy()-S-33_40+0.134fBodyAccJerk-bandsEnergy()-S-33_40+0.134tBodyGyro-arCoeff()-Y4+0.132fBodyAcc-bandsEnergy()-AB-25_48... numeric
@attribute -0.163fBodyGyro-bandsEnergy()-AN-49_64-0.16fBodyGyro-bandsEnergy()-AJ-57_64-0.157fBodyGyro-bandsEnergy()-AI-49_56-0.141fBodyGyro-bandsEnergy()-AM-33_48-0.14fBodyGyro-bandsEnergy()-AH-41_48... numeric
@attribute -0.246tBodyAcc-arCoeff()-Y3+0.224tBodyAccJerk-arCoeff()-Y2+0.175tBodyAccJerk-arCoeff()-X2+0.163tBodyAcc-arCoeff()-Y2-0.16tBodyAcc-arCoeff()-Z3... numeric
@attribute -0.177fBodyGyro-bandsEnergy()-H-57_64-0.167fBodyGyro-bandsEnergy()-L-49_64-0.156fBodyGyro-bandsEnergy()-A-1_8-0.154fBodyGyro-bandsEnergy()-G-49_56-0.145fBodyGyro-bandsEnergy()-I-1_16... numeric
@attribute 0.167tBodyGyro-arCoeff()-X3+0.147tBodyAcc-arCoeff()-Z4+0.141tBodyAcc-arCoeff()-Y3+0.136fBodyGyro-meanFreq()-X-0.131tBodyAccJerk-arCoeff()-Z3... numeric
@attribute '-0.249tBodyGyro-mean()-X+0.22 angle(tBodyGyroMean-gravityMean)+0.212tBodyGyro-mean()-Y-0.202tBodyAcc-arCoeff()-Z3-0.189tBodyAccJerk-arCoeff()-Z3...' numeric
@attribute 0.205tBodyAccJerk-arCoeff()-X2-0.187tBodyAcc-arCoeff()-X3-0.165tBodyGyro-mean()-X-0.161tBodyAccJerk-arCoeff()-X3+0.144tBodyAcc-arCoeff()-X2... numeric
@attribute 0.138tBodyAcc-arCoeff()-X3-0.135fBodyAcc-bandsEnergy()-Z-49_64-0.131fBodyAcc-bandsEnergy()-V-57_64+0.129tGravityAccMag-arCoeff()3+0.129tBodyAccMag-arCoeff()3... numeric
@attribute -0.203tBodyGyro-arCoeff()-X3+0.195tBodyAccJerk-arCoeff()-Y3+0.194tBodyAccJerk-arCoeff()-X2-0.183tBodyAcc-arCoeff()-X3-0.175tBodyAcc-arCoeff()-Y4... numeric
@attribute -0.229tBodyAcc-arCoeff()-Z3+0.222tBodyAccJerk-arCoeff()-Z2-0.212tBodyAccJerk-arCoeff()-Z3+0.209tBodyGyro-mean()-X+0.192tBodyAcc-arCoeff()-Z2... numeric
@attribute '0.26 tBodyGyro-arCoeff()-X3-0.226tBodyGyro-arCoeff()-X4-0.196tBodyGyroJerk-arCoeff()-X2+0.188tBodyGyroJerk-arCoeff()-X3+0.174tBodyGyro-mean()-X...' numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
16.520364,-10.754966,-3.491291,-2.507149,0.716596,4.52315,2.822027,-1.554151,-2.894262,-1.306705,0.403475,2.102526,-1.067825,-0.630998,-0.233018,0.63839,0.737119,-1.316001,1.234281,-0.809256,STANDING
15.955483,-8.707861,-3.395755,-2.427849,0.124608,3.738649,2.049109,-1.134878,-1.752642,-1.116644,0.605837,2.165398,-0.105368,1.094551,-1.062755,1.23759,-0.322295,-0.67346,-0.764637,-0.791499,STANDING
16.035529,-8.10146,-2.779989,-2.542159,1.198005,3.708955,2.156883,-0.616965,-2.220498,-1.053259,0.228359,2.335311,0.64145,1.072047,-0.001873,1.144576,-1.565252,0.16769,0.05619,-0.430053,STANDING
15.921841,-7.703242,-2.639561,-2.365853,1.450819,4.029602,2.016288,-0.804025,-0.876152,-1.44852,0.027654,3.137882,0.398097,-0.138985,-0.874482,0.34134,-0.281075,1.261432,0.461232,-1.699909,STANDING
15.918251,-7.850619,-3.078116,-2.940429,1.645393,3.933647,1.241015,-1.493007,-1.666858,-1.473423,0.532256,1.678125,0.008419,-0.341579,-0.690697,-0.923148,0.459985,2.137778,1.555197,-1.908958,STANDING
16.316077,-9.830555,-3.763922,-2.87317,1.510296,4.464052,2.192909,-1.356937,-2.378939,-1.607837,0.60373,0.788654,-1.206109,-0.514849,-0.234827,-0.55844,0.416579,1.145372,0.552282,-1.150614,STANDING
6.99216,12.454902,8.546306,5.097608,6.652971,-3.70509,9.734879,-7.998067,-7.491224,4.411516,2.433342,1.619883,0.217111,1.647556,-1.521281,0.204954,1.169119,1.181276,2.17973,-1.273176,SITTING
14.67076,4.405707,6.707562,3.156006,5.09309,0.708892,0.42639,-4.814837,2.344268,-2.216923,-0.744345,1.91561,3.137893,0.92555,-0.657955,0.106015,-1.130624,-2.708385,-1.259135,0.259026,SITTING
15.478787,-0.532046,4.050884,1.35466,3.632168,2.199226,1.174954,-3.084594,2.149974,-2.797243,-0.734579,2.166012,0.871345,-1.227616,-0.380018,-0.482332,-0.912047,-2.010235,-1.174579,-1.315789,SITTING
4.093284,11.717269,2.134266,-2.41586,-0.691165,-4.852042,-3.20318,1.989823,1.213094,2.033162,1.102928,-0.405373,0.00109,1.200685,4.574648,0.216918,1.399397,-1.437281,-0.00893,2.564083,SITTING
2.428356,15.561313,5.372124,0.006791,-0.085694,-4.564804,0.297076,-1.159206,0.388109,1.731149,0.6702,1.37082,-0.029483,0.920745,3.199187,0.398684,2.119968,-1.497405,1.258738,1.506231,SITTING
6.853621,12.718904,8.907869,6.409606,3.550638,-4.673783,9.410641,-5.532428,-2.417763,1.431906,-0.757728,6.811642,-0.545729,1.15669,1.30383,-0.082587,2.6578,-0.319687,2.380136,1.005717,SITTING
13.597082,4.723714,5.989842,4.222869,2.377657,-0.574351,2.862311,-2.084451,0.814838,-0.94051,-1.833602,2.658374,1.259377,2.137572,0.850151,-0.037008,-2.781443,-3.487213,0.212705,1.320179,SITTING
15.427141,0.472854,5.666973,3.607385,1.854771,1.600139,2.376647,-3.203637,2.851138,-2.979824,-1.839282,3.308257,1.351592,0.655972,1.310929,1.447955,-1.449975,-3.409913,-1.511666,1.405261,SITTING
15.986979,-3.666572,2.69332,2.228894,-0.005682,2.204215,1.645417,-0.707039,1.406494,-1.115029,-0.879206,1.140385,-0.572332,0.08807,1.633998,-0.19813,-0.999124,-1.753106,-0.820818,0.869651,SITTING
16.197071,-8.963044,-1.061832,0.515767,-3.572242,2.433541,1.78005,-0.966372,-1.125073,-0.348066,0.655718,1.304041,-0.497435,1.755197,1.311674,-2.280184,1.860057,-1.602347,-0.878693,0.217765,SITTING
16.137646,-8.0294,-0.749817,0.469869,-2.737425,2.096186,0.764984,-0.179624,-1.076537,-0.707072,0.709223,1.896246,0.440097,0.956988,1.351921,-0.4207,1.476447,-0.905107,0.163993,0.4956,SITTING
13.059738,4.517583,4.9889,1.999054,3.493402,1.269451,0.030498,-2.787841,3.487628,-1.387831,-1.667196,1.687907,-0.272148,-0.163157,-0.039185,1.31458,-2.104613,-1.812469,-1.440894,1.296422,SITTING
13.837689,1.734831,3.524061,0.798195,3.224618,-0.562914,-0.687876,-1.420498,2.683614,-0.781229,-1.297235,0.30061,-0.232388,-2.770235,0.0781,-0.162809,-0.910373,0.369768,-2.234012,-1.021122,SITTING
14.920193,-1.357097,1.426395,-0.365496,2.036251,1.441577,-1.561722,-0.081305,2.105523,-1.261924,-0.266513,0.679777,-0.294347,-2.60872,-1.551699,1.831602,-1.463719,0.72239,-2.784593,-0.98632,SITTING
15.402597,-4.690775,-0.081624,-0.054731,-0.357739,0.874935,0.762814,-0.969973,1.152294,-2.447069,-0.183715,1.191791,-0.446857,-0.918812,0.654331,3.501561,-0.72579,1.79418,-1.508555,0.133535,SITTING
15.505177,-4.773935,-0.235942,0.117515,0.101149,1.464663,0.989718,-1.036665,0.635555,-2.376012,-0.454416,1.828665,-0.422281,-0.824486,-0.523292,2.489749,-0.25397,1.020696,0.185393,0.395309,SITTING
15.967068,-3.667391,1.496701,0.332773,1.012249,2.559583,0.032648,-2.503299,2.219289,-1.369057,-0.278691,1.254395,-0.353319,0.436429,-0.983272,0.894582,0.186317,-0.834414,-1.870555,0.530583,SITTING
16.009449,-4.28638,1.29747,-0.133439,0.951525,2.144152,0.631692,-3.51253,1.80712,-2.057315,-0.138339,1.941046,0.811267,0.42499,-0.678418,0.922952,1.407726,-0.708106,-1.571714,1.357262,SITTING
16.023369,-5.68864,-0.399776,-1.216979,1.099349,2.302489,1.794845,-1.464455,-0.209961,-1.466092,-0.175794,2.834216,-0.29741,-1.239802,-1.217791,0.875552,0.243097,-1.594767,-1.287515,0.352567,SITTING
15.996853,-6.200259,-1.145506,-1.358348,0.71551,2.30788,1.394873,-1.257131,-0.074447,-1.237689,0.008154,1.66633,-0.46083,-0.428496,-2.104424,-0.165062,0.728718,1.088054,-1.769429,-0.33796,SITTING
15.796899,-5.946855,-1.585248,-1.619193,-0.111097,1.580915,0.153572,-0.755231,-0.040674,-0.433155,0.996672,2.941911,1.213673,0.43283,0.057766,-0.025978,1.591837,2.463261,-1.460507,0.339843,SITTING
15.819393,-5.660927,-0.786039,-1.305242,-0.054871,1.261469,1.829716,-1.167124,-0.191823,-1.018646,-0.319736,4.074683,1.048239,0.958397,1.812022,-0.182927,2.230417,-0.559417,0.618006,0.494862,SITTING
15.878149,-4.822411,0.146979,-0.746873,0.573797,1.308795,1.303532,-2.049139,0.970963,-1.425207,-0.333376,3.373988,1.488744,0.87492,1.114505,-0.073094,1.713638,0.140829,-0.243249,1.252253,SITTING
16.160374,-6.114887,-0.713935,-1.371854,0.618252,1.432441,-0.40611,-3.531133,0.017283,-0.680945,1.809063,-0.086303,1.61699,0.983167,-1.300749,0.065848,2.326303,1.111576,-3.106261,0.101648,SITTING
10.235117,7.535476,4.453776,4.57567,-4.33026,-6.634011,-1.095655,2.290743,1.989831,4.398094,-0.123557,1.585951,1.124021,0.760236,1.693601,0.585689,-0.74305,-1.583916,-3.341841,4.063248,LAYING
15.216432,-0.521262,4.8058,4.467181,-2.838891,1.067288,-1.432932,-0.603745,2.558985,-0.078155,-0.169574,-0.182505,-1.211635,1.09195,1.208081,-0.726647,-2.641025,-2.914437,-1.551926,1.585317,LAYING
16.020584,-4.56851,2.30295,3.231884,-4.540577,2.309107,-0.867563,0.934991,1.21278,0.739336,0.387186,0.901101,-1.680931,0.390429,0.753584,1.152121,-2.63062,-2.467253,-1.09757,0.272205,LAYING
16.811496,-6.799185,1.624707,3.236135,-3.82329,3.425867,-1.237589,0.368743,0.695583,-0.534713,1.287761,0.606309,-1.09674,0.088628,-0.74889,1.388034,-0.962,-0.678891,-1.862802,-0.840681,LAYING
16.843714,-7.525397,0.709312,2.271834,-4.212804,3.019432,-0.656037,0.573804,-1.191705,0.109781,1.149301,1.312322,-0.199329,1.423171,0.801564,-0.125328,-1.055078,-0.893192,-0.569221,-0.123484,LAYING
16.532767,-8.799439,-0.554668,2.58174,-5.740641,2.750118,-0.219925,1.272701,-2.062214,0.341966,1.235019,1.606203,0.553105,2.639507,0.104744,0.771878,-1.31827,-0.985248,-0.347214,-0.651249,LAYING
16.377788,-7.685494,0.350245,2.602754,-5.813176,2.707713,-0.545361,0.65587,-0.480438,0.420057,0.935466,0.548201,-0.694992,2.467296,-0.754203,1.221607,-0.971662,-1.274553,-2.077445,0.936047,LAYING
16.7872,-7.062251,0.979008,1.694204,-4.100177,2.821835,-1.128805,0.417939,-1.282235,0.583893,1.157655,0.571158,0.344045,1.642604,-0.371748,-0.52908,-0.597798,-0.759228,-1.641338,0.518488,LAYING
16.493481,-6.814025,0.750716,2.096986,-4.496445,3.019229,-0.306546,1.059244,-0.524389,0.140252,0.91436,2.063635,0.167381,1.247233,0.100201,-0.184453,-1.596671,0.168836,-1.855696,-1.020793,LAYING
16.654306,-9.245922,-0.025605,2.446512,-5.919198,4.672956,0.488279,0.39133,-0.917272,-0.574478,0.794529,3.298539,0.842671,3.147947,-1.996118,0.958793,-0.603654,-0.701352,-2.316042,-0.28048,LAYING
16.550874,-8.800655,-0.328152,1.993674,-5.263552,3.130442,0.738234,1.383702,-1.695819,1.083061,0.660921,2.200107,0.952593,2.425219,-1.442494,-0.176116,-0.311822,-1.21453,-2.123452,0.371342,LAYING
16.985547,-8.884389,0.247542,1.608964,-3.872437,3.588276,0.864482,1.269918,-1.411093,0.337851,0.620585,2.446773,-0.747773,-0.174336,-0.003269,0.193754,-0.649975,-1.83064,-1.129838,-0.483083,LAYING
17.018051,-8.676167,0.637872,1.494181,-4.318504,3.081692,-0.324944,0.021661,-0.784975,0.080012,1.256929,1.514701,-0.44535,0.278674,-0.003307,0.014659,0.025492,-1.154516,-1.37715,0.485533,LAYING
7.656759,8.164833,8.714215,7.957732,0.819431,-5.228159,6.881832,-3.835372,-2.853672,4.110621,3.707564,-0.594913,-2.820083,-2.439748,1.136871,-2.386629,0.119299,0.84201,-3.63981,-0.421657,LAYING
13.040216,4.992058,6.828473,5.942815,-0.497984,-2.173175,-0.292739,-0.455687,3.809284,0.380545,-1.704499,0.474728,0.370053,-0.72281,0.31338,0.503268,-2.521028,-1.448668,-2.364678,2.646557,LAYING
-1.318065,14.768851,3.837456,3.690093,-2.810534,-5.551278,-2.86059,4.47842,-2.650254,3.252484,1.126999,-0.826536,-0.706934,-0.242078,3.825239,0.779063,-0.66071,-0.951838,3.965264,-0.161688,LAYING
-2.212166,18.645317,9.262881,8.334496,-1.792319,-6.674286,2.548303,-0.463873,-8.850738,5.884376,3.868813,2.992178,-2.526421,-0.048935,2.347941,2.013853,1.712715,1.210742,4.455807,-1.567811,LAYING
7.841714,11.668226,7.107329,6.695587,-1.445411,-6.128713,1.063903,1.913247,-1.63321,3.202942,0.560445,3.501114,0.036685,-1.143672,-0.999658,-0.689173,-2.169438,-1.136054,0.6626,1.622264,LAYING
1.901272,7.404923,5.130489,6.512246,-1.606624,-7.960139,-2.355197,-0.14934,-4.127748,2.374751,-1.014911,6.697855,-7.899932,2.308422,1.713568,-4.330216,-1.69681,0.855271,-4.990439,1.688068,LAYING
-12.270007,8.561472,7.005865,7.852037,-2.449622,-0.851835,0.899796,-5.222248,-5.759748,4.907951,5.768051,-1.559921,-5.339453,-4.421177,1.256781,4.553643,-3.531055,2.229115,0.931408,-4.125333,LAYING
-12.789732,8.760303,11.402632,14.114343,2.236114,-5.936674,6.487169,-10.844457,-17.030491,9.621151,7.586273,5.656076,-12.392097,0.223017,-0.104627,3.254137,-2.185443,5.535613,-0.329935,-6.852014,LAYING
4.177103,13.66154,9.174349,9.882304,1.821355,-6.1893,3.882413,-3.962554,-7.063788,5.250366,2.916942,3.639286,-1.884447,-2.049341,-3.223586,4.278499,1.265377,2.057217,3.481598,-0.357285,LAYING
12.268101,5.382293,5.488617,4.950651,1.044825,-3.112307,1.137487,-2.657223,1.075701,-0.956893,-0.613397,2.348463,0.212047,-3.96726,-1.551185,1.181778,-1.861567,-2.701228,1.515016,1.749598,LAYING
15.060314,-0.927925,4.259762,3.424393,0.182661,-1.890004,0.27758,-3.318034,1.973771,-2.068046,0.070688,1.696662,-0.617609,-6.462725,-0.375213,1.028947,1.432361,-0.278989,1.158254,1.900555,LAYING
16.288269,-3.401956,3.354376,3.080533,-0.518204,1.077994,-1.297121,-0.887491,2.107738,-1.958477,-0.077897,0.740586,-0.965525,-3.527163,0.120367,0.79229,-1.403889,1.801825,1.77109,1.221029,LAYING
16.492349,-6.127204,1.731877,2.994676,-1.827114,0.801723,-0.448718,-0.050932,-0.420358,-1.102006,0.200841,-0.325736,-0.529814,-3.307959,-1.355353,0.621671,-1.012903,1.230315,0.943137,0.634307,LAYING
16.62062,-7.929938,0.385703,2.343585,-3.143138,1.446247,-0.396753,0.616375,-1.972628,-0.796924,0.986844,-0.043051,-0.42654,-2.691566,-1.318789,2.080102,-0.587627,0.532348,1.20221,0.702278,LAYING
-15.987142,1.754918,-3.149151,-3.419798,-1.704331,-2.783134,-3.377308,1.21576,-1.624286,0.058054,4.077925,3.505705,2.967213,-0.231911,1.826213,3.363647,-1.360435,1.203556,-3.058653,-0.437176,WALKING
